Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_20,MA_30,MA_50,High_52w,Low_52w
2024-04-01,1481.5095896793896,1482.99856900626,1471.60790139039,1473.8662109375,5013880.0,-0.5159,1473.87,1473.87,1473.87,1473.87,1483.0,1471.61
2024-04-02,1473.0968689675983,1483.0233977342266,1464.1629930776332,1476.025146484375,8910166.0,0.1988,1474.95,1474.95,1474.95,1474.95,1483.02,1464.16
2024-04-03,1471.186101560143,1473.5436523631188,1458.1079713887636,1460.7880859375,7008292.0,-0.7068,1470.23,1470.23,1470.23,1470.23,1483.02,1458.11
2024-04-04,1468.8780939901114,1468.8780939901114,1439.3466709144527,1452.1767578125,14490272.0,-1.137,1465.71,1465.71,1465.71,1465.71,1483.02,1439.35
2024-04-05,1450.1417667351743,1459.9938949751336,1445.3025839763254,1449.3724365234375,7442298.0,-0.0531,1462.45,1462.45,1462.45,1462.45,1483.02,1439.35
2024-04-08,1452.226356281804,1480.0206375610207,1450.265891033407,1475.057373046875,8357118.0,1.5721,1464.55,1464.55,1464.55,1464.55,1483.02,1439.35
2024-04-09,1478.060211901015,1478.8543827139297,1451.7549092714803,1452.896484375,7071414.0,-1.7025,1462.88,1462.88,1462.88,1462.88,1483.02,1439.35
2024-04-10,1455.5766564963697,1476.0749645358123,1455.5766564963697,1468.7044677734375,9138330.0,0.9019,1462.15,1463.61,1463.61,1463.61,1483.02,1439.35
2024-04-12,1465.0317226594827,1475.5538200544618,1452.325715995779,1456.370849609375,15551012.0,-0.5912,1459.34,1462.81,1462.81,1462.81,1483.02,1439.35
2024-04-15,1450.2658952456557,1471.2356878788278,1435.6986653849476,1454.062744140625,12902062.0,0.2618,1458.38,1461.93,1461.93,1461.93,1483.02,1435.7
2024-04-16,1442.6720371000315,1460.3661473678603,1440.2649265731254,1454.98095703125,9366184.0,0.8532,1458.78,1461.3,1461.3,1461.3,1483.02,1435.7
2024-04-18,1452.7476380801534,1475.082330158598,1448.628103973215,1453.5665283203125,19005692.0,0.0564,1459.38,1460.66,1460.66,1460.66,1483.02,1435.7
2024-04-19,1446.0720814485835,1463.1705049395248,1432.42310285773,1459.323974609375,15741778.0,0.9164,1457.13,1460.55,1460.55,1460.55,1483.02,1432.42
2024-04-22,1461.6317610616636,1471.930535229808,1457.0160218672338,1468.9774169921875,10350362.0,0.5026,1459.43,1461.15,1461.15,1461.15,1483.02,1432.42
2024-04-23,1468.1337674689391,1482.527235777458,1444.8561033979945,1448.603271484375,14605554.0,-1.3303,1456.56,1460.32,1460.32,1460.32,1483.02,1432.42
2024-04-24,1452.7475596039474,1457.7605053579202,1438.8504186169605,1439.5205078125,10462776.0,-0.9105,1454.15,1459.02,1459.02,1459.02,1483.02,1432.42
2024-04-25,1431.9018276580116,1457.189636393573,1430.9091747445573,1449.2484130859375,15943926.0,1.2114,1453.46,1458.44,1458.44,1458.44,1483.02,1430.91
2024-04-26,1453.194198141131,1454.236532179651,1439.3467383348082,1441.8780517578125,9413848.0,-0.7787,1451.59,1457.52,1457.52,1457.52,1483.02,1430.91
2024-04-29,1439.3467183436048,1457.1152296530197,1439.3467183436048,1454.2613525390625,7247974.0,1.0362,1451.69,1457.35,1457.35,1457.35,1483.02,1430.91
2024-04-30,1457.214576809603,1472.178772035999,1452.1272302795285,1456.221923828125,11474262.0,-0.0681,1451.24,1457.3,1457.3,1457.3,1483.02,1430.91
2024-05-02,1461.1850562736174,1466.4708844514234,1453.3679147531318,1455.775146484375,14512646.0,-0.3702,1449.36,1456.39,1457.22,1457.22,1483.02,1430.91
2024-05-03,1460.1925152681529,1464.1134460205978,1405.745524232649,1423.46435546875,17226958.0,-2.5153,1445.77,1453.76,1455.69,1455.69,1483.02,1405.75
2024-05-06,1424.9533097670264,1429.4202480421582,1407.5818831415145,1409.095703125,7394208.0,-1.1129,1441.42,1451.18,1453.66,1453.66,1483.02,1405.75
2024-05-07,1405.571689953147,1410.311631866643,1381.772860502106,1391.17822265625,14517472.0,-1.024,1433.12,1448.13,1451.06,1451.06,1483.02,1381.77
2024-05-08,1387.2324157830617,1422.42191231512,1387.2324157830617,1408.1278076171875,9439002.0,1.5063,1428.3,1446.07,1449.34,1449.34,1483.02,1381.77
2024-05-09,1402.6185253372132,1413.2895438420787,1379.7875090012217,1383.8822021484375,11009612.0,-1.3358,1418.25,1441.51,1446.82,1446.82,1483.02,1379.79
2024-05-10,1386.4879762578594,1399.6406275450738,1377.8766636438304,1397.0845947265625,10505096.0,0.7643,1409.8,1438.72,1444.98,1444.98,1483.02,1377.88
2024-05-13,1389.614931468387,1396.6379028351903,1373.8317248456565,1392.394287109375,8456620.0,0.2,1400.75,1434.9,1443.1,1443.1,1483.02,1373.83
2024-05-14,1390.681954289976,1416.590172271951,1389.7389824487905,1409.6416015625,7188300.0,1.3633,1398.77,1432.56,1441.95,1441.95,1483.02,1373.83
2024-05-15,1410.063563528233,1419.468926315315,1402.6435067088078,1405.86962890625,5046534.0,-0.2974,1398.31,1430.15,1440.75,1440.75,1483.02,1373.83
2024-05-16,1408.1278405018506,1417.012035618308,1387.75361519461,1414.8778076171875,14711774.0,0.4794,1401.7,1428.15,1438.78,1439.91,1483.02,1373.83
2024-05-17,1412.5948920294334,1426.6408349602225,1402.8668442157614,1425.15185546875,10916476.0,0.8889,1404.13,1426.73,1437.09,1439.45,1483.02,1373.83
