Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_20,MA_30,MA_50,High_52w,Low_52w
2024-04-01,718.0671830350213,726.1959366345027,713.992907548133,717.048583984375,11252380,-0.1419,717.05,717.05,717.05,717.05,726.2,713.99
2024-04-02,717.0484738309394,717.4490084518035,705.582174404358,712.7418212890625,9676150,-0.6006,714.9,714.9,714.9,714.9,726.2,705.58
2024-04-03,711.713491921012,724.2082908208656,710.6405104511324,722.8139038085938,9589430,1.5597,717.53,717.53,717.53,717.53,726.2,705.58
2024-04-04,726.349183696506,726.8436351489883,717.4490575518245,720.257568359375,10405890,-0.8387,718.22,718.22,718.22,718.22,726.84,705.58
2024-04-05,715.4465013976555,717.8446392163069,707.658891060555,709.6021118164062,12004940,-0.8169,716.49,716.49,716.49,716.49,726.84,705.58
2024-04-08,713.4934866243086,714.6752329060805,706.3536362150252,709.888916015625,5182100,-0.5052,715.39,715.39,715.39,715.39,726.84,705.58
2024-04-09,713.9878542276537,715.5057935375718,704.5438441276508,711.3771362304688,7102810,-0.3657,714.82,714.82,714.82,714.82,726.84,704.54
2024-04-10,715.5603195008678,717.3502314444465,708.0545194757877,715.0015869140625,5679860,-0.0781,714.53,714.84,714.84,714.84,726.84,704.54
2024-04-12,714.3834781458953,718.339089740595,707.6885862073565,714.9323120117188,10925880,0.0768,714.84,714.85,714.85,714.85,726.84,704.54
2024-04-15,706.5760565399491,711.8914095157133,698.5065752451884,699.7723999023438,7584480,-0.9629,711.55,713.34,713.34,713.34,726.84,698.51
2024-04-16,693.2159598796806,695.623935944621,685.4085524363373,687.707763671875,9632930,-0.7946,706.9,711.01,711.01,711.01,726.84,685.41
2024-04-18,685.1218549228721,691.7376181166,678.9807458337842,681.6705932617188,13851330,-0.5037,702.91,708.57,708.57,708.57,726.84,678.98
2024-04-19,676.4145394281749,707.0655802789108,673.4478306997319,704.0494384765625,12183750,4.0855,702.07,708.22,708.22,708.22,726.84,673.45
2024-04-22,708.7763589700576,722.4924374179874,708.7763589700576,721.1277465820312,11652720,1.7426,703.47,709.14,709.14,709.14,726.84,673.45
2024-04-23,722.7892021496662,725.8448785148761,715.6492913475136,717.9336547851562,10815670,-0.6718,703.88,709.73,709.73,709.73,726.84,673.45
2024-04-24,720.2179611113195,733.7115603298254,716.9545936531564,724.78173828125,8869290,0.6337,705.29,710.67,710.67,710.67,733.71,673.45
2024-04-25,724.8658342679078,728.3121464292608,704.6032232646588,721.394775390625,11733540,-0.4789,708.38,711.3,711.3,711.3,733.71,673.45
2024-04-26,692.2320449443337,692.2320449443337,661.7244139638533,665.6503295898438,58147230,-3.84,705.23,708.76,708.76,708.76,733.71,661.72
2024-04-29,671.4601650123005,676.3700947991734,663.8554987844434,675.08447265625,16810300,0.5398,704.29,706.99,706.99,706.99,733.71,661.72
2024-04-30,675.4157579770705,689.7597999355404,674.624647697459,684.671875,17986750,1.3704,701.52,705.88,705.88,705.88,733.71,661.72
2024-05-02,686.0859556405779,689.2603556030838,678.8818247424582,680.6322021484375,11395720,-0.7949,695.74,704.05,704.67,704.67,733.71,661.72
2024-05-03,724.7669590979696,731.7881455404229,683.0302953294849,685.4580688476562,68186010,-5.4237,691.1,702.69,703.8,703.8,733.71,661.72
2024-05-06,693.0182085002732,694.2049040819707,676.9040522358486,678.37255859375,12299880,-2.1133,684.47,700.47,702.69,702.69,733.71,661.72
2024-05-07,681.3491604221108,686.6051818399118,671.26728794106,679.6284790039062,12981260,-0.2525,678.5,698.44,701.73,701.73,733.71,661.72
