Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,MA_20,MA_30,MA_50,High_52w,Low_52w
2024-04-01,3655.3048258696854,3688.690979343402,3646.2550439346555,3673.170166015625,1569676,0.4888,3673.17,3673.17,3673.17,3673.17,3688.69,3646.26
2024-04-02,3648.0836677291272,3666.6993019354495,3632.140885633653,3642.269287109375,2142666,-0.1594,3657.72,3657.72,3657.72,3657.72,3688.69,3632.14
2024-04-03,3611.5088559037185,3733.4242418469757,3611.5088559037185,3701.820068359375,3973090,2.5007,3672.42,3672.42,3672.42,3672.42,3733.42,3611.51
2024-04-04,3728.6417382256623,3778.111256202073,3690.5198221169708,3754.337890625,3394637,0.6892,3692.9,3692.9,3692.9,3692.9,3778.11,3611.51
2024-04-05,3730.610695693873,3753.1181508715135,3714.1990096268437,3731.782958984375,1636819,0.0314,3700.68,3700.68,3700.68,3700.68,3778.11,3611.51
2024-04-08,3735.299831392985,3781.8620387375217,3713.7301863711327,3725.499755859375,2302538,-0.2624,3704.81,3704.81,3704.81,3704.81,3781.86,3611.51
2024-04-09,3736.2379090370728,3766.1072720566044,3680.954012876369,3701.116943359375,1876992,-0.94,3704.29,3704.29,3704.29,3704.29,3781.86,3611.51
2024-04-10,3710.3540167302876,3742.0520629416483,3674.342178842318,3736.84716796875,2101965,0.714,3713.38,3708.36,3708.36,3708.36,3781.86,3611.51
2024-04-12,3724.0460679227617,3763.762440285618,3700.131896496917,3752.555419921875,4354821,0.7655,3729.14,3713.27,3713.27,3713.27,3781.86,3611.51
2024-04-15,3752.555521752734,3811.450077595125,3675.326950485817,3696.099365234375,4200329,-1.5045,3728.32,3711.55,3711.55,3711.55,3811.45,3611.51
2024-04-16,3659.33739612377,3684.37689632826,3622.622198353119,3631.953369140625,3051420,-0.7483,3710.84,3704.31,3704.31,3704.31,3811.45,3611.51
2024-04-18,3635.704595429841,3691.2229435040135,3610.571222685582,3621.824951171875,3476284,-0.3818,3695.13,3697.44,3697.44,3697.44,3811.45,3610.57
2024-04-19,3599.317187756726,3612.962378176155,3564.5243218990936,3588.2509765625,2957749,-0.3075,3675.52,3689.04,3689.04,3689.04,3811.45,3564.52
